price,area,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,type_of_building
3800000,1108,2,2,,Ready to Move,Resale,,,,Flat
4700000,1000,3,3,1,Ready to Move,New Property,,,,Individual House
7000000,1300,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
2580000,645,3,2,2,,Resale,1050,Semi-Furnished,2,Flat
4000000,1299,3,2,1,Ready to Move,Resale,,,,Individual House
5000000,1265,3,2,4,Ready to Move,Resale,1,,,Flat
10300000,1550,3,3,3,Ready to Move,New Property,2,,1,Flat
4600000,950,2,2,2,Ready to Move,Resale,1,,2,Flat
9000000,1350,2,2,2,,Resale,1,Unfurnished,,Flat
4700000,1350,2,2,4,Ready to Move,Resale,,Semi-Furnished,,Flat
3350000,950,2,2,1,Ready to Move,Resale,,,1,Individual House
18000000,2315,4,4,2,Ready to Move,Resale,2,,2,Flat
5500000,1097,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
6800000,1435,2,2,2,Ready to Move,Resale,1,,3,Flat
6700000,1200,3,3,3,Ready to Move,New Property,,,,Flat
10000000,1940,3,3,,,Resale,,Semi-Furnished,,Flat
1900000,540,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4750000,1075,2,2,3,Ready to Move,Resale,1,Semi-Furnished,3,Flat
5200000,1280,3,2,2,Ready to Move,Resale,1,,2,Individual House
4500000,1000,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4900000,1190,3,2,3,Ready to Move,Resale,,,,Individual House
4500000,1200,3,2,2,Ready to Move,Resale,1,Furnished,,Flat
5500000,1220,2,2,3,Ready to Move,Resale,,,,Flat
4600000,1500,3,2,3,Ready to Move,Resale,1,,3,Flat
2400000,675,2,2,1,Ready to Move,Resale,1,Unfurnished,0,Flat
9000000,1152,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
7500000,1230,2,2,2,Ready to Move,New Property,,,,Flat
8500000,1000,3,3,,Ready to Move,Resale,,Furnished,,Individual House
4000000,805,3,2,2,Ready to Move,New Property,1,Semi-Furnished,1,Flat
8000000,1725,3,3,,,Resale,,Unfurnished,,Individual House
6000000,1650,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
4500000,1326,3,2,2,Ready to Move,New Property,,,,Individual House
7500000,1620,3,2,4,,Resale,,Unfurnished,,Flat
7050000,1200,3,3,,Ready to Move,Resale,,Furnished,,Individual House
3500000,950,2,2,5,Ready to Move,Resale,2,Unfurnished,2,Flat
3000000,600,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
4000000,1050,3,2,3,Ready to Move,Resale,1,Semi-Furnished,1,Individual House
14000000,1800,3,3,,Ready to Move,Resale,,Furnished,,Flat
10000000,1000,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
6000000,1267,6,2,,Ready to Move,Resale,,Unfurnished,,Flat
4500000,900,3,2,3,Ready to Move,Resale,,,,Flat
3800000,1010,2,2,3,Ready to Move,Resale,,,,Flat
4000000,804,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
6000000,1100,3,2,,,Resale,,Semi-Furnished,,Flat
6200000,1325,3,2,2,Ready to Move,Resale,1,,2,Flat
5500000,1082,2,2,,Ready to Move,Resale,,,,Flat
14000000,1570,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
2950000,895,2,2,,Ready to Move,Resale,,,,Flat
3800000,1108,2,2,2,Ready to Move,Resale,,,,Flat
14500000,1550,3,3,3,Ready to Move,New Property,,Semi-Furnished,,Flat
3500000,741,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
3950000,1110,2,2,3,Ready to Move,Resale,,,,Flat
10000000,1690,3,2,1,,Resale,2,Unfurnished,,Individual House
12500000,2376,6,6,,Ready to Move,Resale,,Unfurnished,,Flat
10000000,1910,3,3,2,Ready to Move,Resale,2,Furnished,,Flat
6200000,1465,3,2,5,Ready to Move,Resale,,Unfurnished,,Flat
5200000,1250,3,2,2,Ready to Move,Resale,,,,Flat
3820000,1290,2,2,,Ready to Move,Resale,,,,Flat
3000000,955,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
2200000,700,2,2,,Ready to Move,Resale,1,Unfurnished,,Flat
3900000,745,2,2,2,,New Property,,Unfurnished,,Flat
3850000,900,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Flat
5000000,1498,3,3,4,Ready to Move,Resale,1,Unfurnished,,Flat
8200000,1300,2,2,3,Ready to Move,Resale,,,,Flat
22500000,1450,3,3,,Ready to Move,Resale,,Semi-Furnished,,Individual House
9000000,1500,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
9000000,1250,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
13500000,2020,3,4,4,Ready to Move,Resale,2,,2,Flat
8500000,1820,3,3,,,Resale,,Unfurnished,,Flat
9500000,1750,3,2,2,Ready to Move,Resale,,Furnished,,Individual House
14000000,1400,3,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat
7300000,1375,3,3,,Ready to Move,Resale,,Unfurnished,,Flat
4500000,1050,3,2,2,Ready to Move,Resale,1,Semi-Furnished,0,Flat
13000000,2082,3,3,,Ready to Move,Resale,,,,Flat
4100000,1245,3,2,4,Ready to Move,Resale,1,,2,Flat
5300000,1555,3,2,,Ready to Move,Resale,,,,Flat
5000000,1265,3,2,2,Ready to Move,Resale,,,,Flat
5500000,900,2,2,1,Ready to Move,Resale,3,Semi-Furnished,1,Flat
7000000,1895,4,3,3,Ready to Move,New Property,,,,Flat
8000000,1825,3,3,3,Ready to Move,Resale,,,,Flat
5000000,1190,2,2,4,Ready to Move,Resale,1,Semi-Furnished,,Flat
4200000,1080,2,2,2,Ready to Move,Resale,1,,2,Flat
32500000,6220,6,5,2,Ready to Move,Resale,1,Furnished,,Flat
4200000,925,2,2,,Ready to Move,Resale,,,,Flat
2950000,960,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
11000000,1880,3,3,3,Ready to Move,Resale,,,,Flat
2500000,925,2,2,,Ready to Move,Resale,,Furnished,,Flat
2600000,851,2,2,2,Ready to Move,Resale,1,,,Flat
7500000,1215,5,2,2,Ready to Move,Resale,,,,Flat
3800000,675,2,2,1,Ready to Move,Resale,,Furnished,,Flat
6500000,1751,3,3,,Ready to Move,Resale,,Unfurnished,,Flat
4900000,1640,3,3,,Ready to Move,Resale,,,,Flat
6900000,1480,3,2,,Ready to Move,Resale,1,,,Individual House
4500000,950,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
6500000,1290,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
7500000,1550,3,3,3,Ready to Move,New Property,,,,Flat
4000000,920,2,2,,Ready to Move,Resale,,,,Flat
3200000,597,2,2,1,Ready to Move,New Property,,,,Flat
3950000,1080,2,2,2,Ready to Move,Resale,,,2,Individual House
4800000,900,3,2,1,Ready to Move,Resale,,Furnished,,Flat
9000000,1700,3,3,1,Ready to Move,Resale,,Unfurnished,,Flat
6000000,1440,3,2,5,Ready to Move,Resale,1,Semi-Furnished,2,Flat
4500000,946,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
5800000,1110,2,2,,Ready to Move,Resale,1,,,Flat
6000000,1100,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
7500000,1177,3,2,2,Ready to Move,Resale,,,,Flat
8600000,1975,4,4,,Ready to Move,Resale,,,,Flat
3200000,675,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
5300000,900,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
4600000,900,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
2900000,548,2,2,2,Ready to Move,Resale,,,,Flat
4800000,1150,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
6500000,1832,3,3,5,Ready to Move,Resale,1,Unfurnished,,Flat
7000000,1320,2,2,,,Resale,,Semi-Furnished,,Flat
6050000,1200,3,2,,Ready to Move,Resale,,Furnished,,Flat
5500000,1700,3,3,,Ready to Move,Resale,,,,Flat
4500000,1200,3,2,3,Ready to Move,Resale,2,,4,Individual House
7000000,1500,3,2,4,,Resale,54,Unfurnished,3,Flat
5000000,1250,3,2,1,Ready to Move,Resale,,Furnished,,Flat
3800000,1066,3,3,3,Ready to Move,Resale,,Unfurnished,,Flat
4250000,1405,3,2,3,Ready to Move,Resale,130,,2,Flat
7810000,1760,3,2,,Ready to Move,Resale,,,,Flat
3500000,550,2,2,1,Ready to Move,Resale,,Unfurnished,,Individual House
12000000,1600,4,4,,Ready to Move,Resale,,,,Flat
24000000,3000,4,4,,Ready to Move,Resale,,Furnished,,Flat
2950000,965,2,2,3,Ready to Move,Resale,2,,2,Flat
5500000,1230,2,2,3,Ready to Move,Resale,2,,1,Flat
5100000,1000,2,2,3,Ready to Move,Resale,1,,3,Flat
4000000,1100,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
4500000,1000,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
6500000,900,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
4000000,720,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
4500000,1155,2,3,,Ready to Move,Resale,,Unfurnished,,Flat
3500000,800,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
9000000,900,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
3800000,650,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
8000000,1100,3,2,2,Ready to Move,Resale,2,Semi-Furnished,,Flat
3000000,583,2,2,1,,Resale,1,Unfurnished,,Flat
5800000,1040,4,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
4200000,1296,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
6500000,1320,2,2,2,Ready to Move,Resale,1,Unfurnished,,Individual House
4000000,950,2,2,2,Ready to Move,Resale,,,,Individual House
4300000,1060,2,2,,Ready to Move,Resale,,,,Flat
11000000,1500,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
12500000,1350,2,2,2,Ready to Move,Resale,,Furnished,,Flat
7800000,1295,2,2,3,Ready to Move,Resale,,,,Flat
5000000,1132,2,2,1,Ready to Move,Resale,,,,Flat
3210000,1004,2,2,,Ready to Move,Resale,,,,Flat
5000000,970,2,2,,,Resale,1,,2,Flat
6500000,1000,2,2,2,Ready to Move,Resale,1,,,Flat
2800000,700,2,2,2,Ready to Move,Resale,,Unfurnished,,Individual House
3800000,770,2,2,3,,Resale,,Semi-Furnished,,Flat
12500000,1200,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
4300000,837,3,2,1,Ready to Move,Resale,1,Semi-Furnished,,Flat
3500000,950,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
7500000,1825,3,3,4,Ready to Move,Resale,,,,Flat
5000000,1045,2,2,1,Ready to Move,Resale,,,,Flat
13000000,1100,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
6500000,1742,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
8750000,1550,3,3,,Ready to Move,Resale,3,Semi-Furnished,,Flat
2800000,540,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
4300000,900,2,2,1,Ready to Move,New Property,,,,Flat
3080000,1000,2,2,2,Ready to Move,Resale,,,,Flat
4500000,1405,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
5000000,1220,3,2,3,Ready to Move,Resale,,,,Flat
6000000,1576,3,2,3,Ready to Move,Resale,1,,2,Individual House
5200000,1220,3,2,3,Ready to Move,Resale,,,,Flat
4000000,623,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
4800000,1175,3,2,2,Ready to Move,Resale,1,,,Flat
5100000,1000,3,2,,Ready to Move,Resale,,,,Flat
5300000,1365,3,3,,Ready to Move,Resale,,Unfurnished,,Individual House
11000000,2070,3,3,3,,Resale,1,Semi-Furnished,,Individual House
3500000,995,2,2,2,,Resale,1,Semi-Furnished,,Individual House
4000000,900,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
13500000,1600,3,3,,Ready to Move,Resale,,Unfurnished,,Individual House
3000000,965,2,2,3,Ready to Move,Resale,,,,Flat
5500000,1500,3,2,3,Ready to Move,Resale,1,,2,Flat
3200000,858,2,2,4,Ready to Move,Resale,703,,,Flat
16000000,2100,4,3,3,Ready to Move,Resale,3,Semi-Furnished,,Flat
4000000,1060,2,2,,Ready to Move,Resale,,,,Individual House
2700000,630,2,2,1,Ready to Move,Resale,,Semi-Furnished,0,Flat
4300000,1458,3,2,3,Ready to Move,Resale,1,,0,Flat
4500000,700,3,2,,Ready to Move,New Property,2,Unfurnished,,Flat
5500000,1150,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3200000,760,2,2,1,Ready to Move,Resale,,Unfurnished,,Individual House
15000000,2450,4,4,,Ready to Move,Resale,,,,Flat
9000000,1810,4,3,4,Ready to Move,Resale,,,,Flat
7800000,1000,2,2,2,Ready to Move,Resale,1,,,Flat
4700000,1090,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
8500000,2250,3,3,,Ready to Move,Resale,,,,Flat
4200000,1300,3,2,3,Ready to Move,New Property,,,,Flat
6800000,1206,2,2,3,Ready to Move,Resale,,,,Flat
4000000,1000,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
2830000,950,2,2,,Ready to Move,Resale,,,,Individual House
5700000,940,2,2,1,Ready to Move,Resale,,Furnished,,Individual House
6380000,1390,3,3,3,Ready to Move,Resale,,,,Flat
4000000,1252,2,3,2,Ready to Move,New Property,,,,Flat
25000000,4500,6,6,,Ready to Move,Resale,2,Furnished,,Flat
3700000,915,2,2,2,Ready to Move,New Property,,,,Flat
25000000,3500,4,4,5,Ready to Move,New Property,,Semi-Furnished,,Flat
12200000,2150,3,3,3,Ready to Move,Resale,,,,Individual House
9000000,1700,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat
6900000,1097,2,2,,Ready to Move,Resale,,,,Flat
8000000,900,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
6200000,1706,2,3,3,Ready to Move,Resale,,Semi-Furnished,,Individual House
4000000,1330,3,2,5,Ready to Move,Resale,1,,,Flat
4500000,900,2,2,1,Ready to Move,Resale,,,,Flat
2500000,880,2,2,1,Ready to Move,Resale,,,,Flat
14000000,1100,3,2,1,Ready to Move,Resale,,Unfurnished,,Individual House
4300000,1110,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
5000000,1195,2,2,3,Ready to Move,New Property,1,,,Flat
8700000,1990,3,3,3,,Resale,,Unfurnished,,Flat
13000000,2010,4,4,2,Ready to Move,Resale,,,,Flat
9000000,1450,3,3,,Ready to Move,Resale,,,,Flat
3600000,1242,2,2,,Ready to Move,Resale,,,,Flat
5500000,1000,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3840000,1250,2,2,2,Ready to Move,New Property,,Unfurnished,,Flat
5000000,1300,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
22500000,3300,4,4,2,Ready to Move,Resale,1,Semi-Furnished,1,Flat
4000000,1092,3,2,,Ready to Move,Resale,1,,0,Flat
6200000,1100,2,2,,Ready to Move,Resale,1,Semi-Furnished,,Individual House
2900000,835,2,2,,,Resale,,Semi-Furnished,,Individual House
8500000,1350,2,2,,,Resale,,Unfurnished,,Flat
5800000,1737,3,3,2,Ready to Move,Resale,,Semi-Furnished,2,Individual House
3400000,750,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
8700000,1150,3,3,1,Ready to Move,Resale,1,Furnished,2,Flat
4500000,925,2,2,3,Ready to Move,Resale,,Furnished,,Individual House
2800000,550,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
3350000,965,2,2,3,Ready to Move,Resale,1,,2,Flat
7800000,1432,2,2,2,Ready to Move,Resale,1,,2,Flat
4950000,900,3,2,2,Ready to Move,Resale,2,Semi-Furnished,0,Individual House
8000000,2000,4,3,,Ready to Move,Resale,,Semi-Furnished,,Individual House
5100000,1400,3,2,2,Ready to Move,Resale,1,Semi-Furnished,0,Flat
4500000,600,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4000000,919,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
15000000,2000,4,2,,Ready to Move,Resale,,Furnished,,Flat
12000000,1750,3,3,3,Ready to Move,Resale,2,,,Flat
8500000,1380,3,2,3,Ready to Move,Resale,,,,Individual House
23000000,1450,3,3,,Ready to Move,Resale,,,,Individual House
7000000,1440,3,2,4,Ready to Move,Resale,,Semi-Furnished,,Flat
4000000,1080,2,2,,Ready to Move,Resale,1,,4,Flat
4500000,1105,2,2,3,Ready to Move,Resale,374,Semi-Furnished,3,Flat
9000000,1550,3,2,2,Ready to Move,Resale,1,,1,Flat
8200000,1600,3,2,4,Ready to Move,Resale,,,,Individual House
8500000,1610,3,3,,Ready to Move,Resale,,,,Individual House
3100000,1075,2,2,3,,Resale,,Semi-Furnished,,Flat
3500000,562,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,Flat
16000000,1600,3,2,3,Ready to Move,Resale,,,,Flat
5500000,1300,3,2,,Ready to Move,New Property,,,,Flat
5700000,1666,3,3,3,Ready to Move,Resale,,,,Flat
4700000,1125,2,2,4,Ready to Move,Resale,,Semi-Furnished,,Flat
6500000,1472,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
5400000,940,2,2,3,Ready to Move,Resale,1,,,Flat
3500000,976,2,2,2,Ready to Move,Resale,,,,Flat
2800000,840,2,2,2,Ready to Move,Resale,,,,Flat
3690000,1088,2,2,,Ready to Move,Resale,,,,Flat
6000000,1352,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Individual House
12500000,1100,3,2,1,Ready to Move,Resale,,,,Individual House
10000000,1000,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3000000,807,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
4500000,800,2,2,,Ready to Move,Resale,1,Semi-Furnished,2,Flat
2500000,750,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
5700000,925,2,2,2,Ready to Move,Resale,1,,0,Flat
10000000,1771,3,3,3,Ready to Move,Resale,,,,Flat
2850000,920,2,2,3,Ready to Move,New Property,,Semi-Furnished,,Flat
5800000,1395,3,3,4,Ready to Move,Resale,1,Semi-Furnished,,Flat
6300000,1595,3,4,3,,New Property,,Unfurnished,,Flat
5400000,1183,3,2,,Ready to Move,Resale,1,Unfurnished,1,Flat
3800000,900,2,2,1,Ready to Move,Resale,,,0,Flat
13000000,2400,4,3,5,Ready to Move,Resale,,,,Flat
3650000,850,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Individual House
8000000,1400,3,3,2,Ready to Move,Resale,2,,1,Flat
9010000,970,2,2,,Ready to Move,Resale,,,,Flat
5000000,1265,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
9300000,1690,3,2,,,Resale,,Unfurnished,,Flat
3200000,1040,2,2,,Ready to Move,Resale,,,,Flat
6800000,1350,3,3,3,,Resale,1,Semi-Furnished,4,Flat
2700000,600,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
3500000,766,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
4900000,1330,3,2,3,Ready to Move,Resale,1,,4,Flat
5500000,1470,3,2,1,Ready to Move,Resale,,,,Flat
7500000,1495,3,2,,Ready to Move,Resale,2,,4,Individual House
14900000,1100,2,2,2,Ready to Move,Resale,,,,Flat
5400000,1300,3,2,2,Ready to Move,Resale,,Semi-Furnished,0,Individual House
3500000,890,2,2,,Ready to Move,Resale,,,,Flat
5050000,1055,2,2,,,Resale,,Unfurnished,,Individual House
12000000,1600,3,2,4,Ready to Move,Resale,1,,,Flat
2900000,940,2,2,,Ready to Move,Resale,,,,Individual House
5000000,800,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
4600000,1450,3,2,,Ready to Move,Resale,,Unfurnished,,Flat
2200000,800,2,2,1,Ready to Move,Resale,1,Unfurnished,,Flat
6910000,1260,2,2,,Ready to Move,Resale,,,,Flat
3000000,550,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3000000,895,2,2,3,Ready to Move,Resale,2,,2,Flat
7400000,1300,3,2,2,Ready to Move,Resale,1,,1,Flat
4500000,1175,3,2,,,Resale,1,Semi-Furnished,3,Flat
3200000,750,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
5100000,1080,2,2,3,Ready to Move,Resale,,Unfurnished,,Flat
2900000,940,2,2,2,,Resale,1,Semi-Furnished,2,Flat
3500000,750,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
4500000,1550,3,3,4,Ready to Move,Resale,1,,2,Flat
3800000,900,2,2,1,Ready to Move,Resale,1,Furnished,,Individual House
13000000,2200,3,3,5,,Resale,,Unfurnished,4,Flat
5750000,1200,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
5350000,1120,2,2,2,Ready to Move,Resale,1,Furnished,0,Flat
3800000,1115,2,2,4,Ready to Move,Resale,,,,Flat
13000000,2215,3,4,4,Ready to Move,Resale,1,,2,Flat
4600000,1105,2,2,4,Ready to Move,Resale,1,Unfurnished,,Flat
7500000,1450,2,2,3,Ready to Move,Resale,,Semi-Furnished,,Flat
7750000,1675,3,3,3,Ready to Move,Resale,,,,Individual House
8500000,1550,3,2,,,Resale,,Unfurnished,,Individual House
4200000,850,2,2,1,,Resale,,Semi-Furnished,,Flat
7790000,1760,3,3,,Ready to Move,Resale,,,,Flat
4000000,720,2,2,1,Ready to Move,Resale,2,Semi-Furnished,1,Flat
3830000,1200,2,2,,Ready to Move,Resale,,,,Individual House
6300000,1661,3,3,3,Ready to Move,Resale,,,,Individual House
13500000,1385,3,3,,Ready to Move,Resale,,Semi-Furnished,,Individual House
2750000,1058,2,2,4,Ready to Move,Resale,2,Furnished,2,Individual House
9500000,1687,3,3,1,Ready to Move,Resale,1,,2,Individual House
2700000,924,2,2,3,Ready to Move,Resale,1,,2,Flat
9200000,1733,3,3,2,Ready to Move,Resale,1,,2,Flat
4700000,1423,3,2,3,Ready to Move,Resale,1,,,Flat
2460000,900,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
3800000,900,2,2,,Ready to Move,Resale,,,,Flat
2900000,975,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Individual House
7000000,2000,4,4,,Ready to Move,Resale,,Unfurnished,,Flat
4250000,1050,2,2,,Ready to Move,Resale,,,,Individual House
6000000,1895,3,3,,Ready to Move,Resale,,,,Flat
7990000,1725,3,3,,Ready to Move,Resale,,,,Flat
5900000,1265,2,2,,Ready to Move,Resale,,,,Individual House
14000000,2000,3,3,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
7500000,1540,3,3,4,Ready to Move,Resale,1,Semi-Furnished,2,Flat
4000000,750,2,2,1,Ready to Move,Resale,,,,Individual House
3700000,1275,2,2,2,Ready to Move,Resale,,,,Flat
11500000,1900,3,3,3,Ready to Move,Resale,1,,2,Flat
7060000,1425,3,2,,Ready to Move,Resale,,,,Flat
12000000,2250,3,3,3,Ready to Move,Resale,2,Furnished,,Flat
5500000,1125,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
15000000,1114,3,3,2,Ready to Move,New Property,,,,Individual House
3500000,935,2,2,,Ready to Move,Resale,,,,Flat
8000000,1350,3,2,2,,Resale,1,Semi-Furnished,,Flat
5500000,1708,3,3,3,Ready to Move,New Property,,,,Flat
2600000,840,2,2,2,Ready to Move,New Property,1,,2,Flat
21500000,1800,3,3,3,Ready to Move,Resale,,Unfurnished,0,Flat
3050000,792,2,2,1,Ready to Move,New Property,2,,,Flat
5000000,950,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
5500000,1000,4,2,1,Ready to Move,Resale,,Unfurnished,,Flat
7500000,900,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
12000000,2500,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
8160000,1700,3,3,,Ready to Move,Resale,,,,Flat
11000000,2466,4,4,4,Ready to Move,Resale,1,Semi-Furnished,,Flat
12500000,1750,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
4500000,1377,3,2,2,Ready to Move,Resale,,,,Flat
5500000,1150,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4300000,1195,2,2,4,Ready to Move,New Property,1,,,Flat
6000000,1000,2,2,3,Ready to Move,Resale,1,,2,Flat
13200000,1845,3,4,5,Ready to Move,Resale,2,,2,Individual House
4800000,1150,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
11000000,1500,3,3,1,Ready to Move,Resale,,,,Flat
11500000,1170,3,3,,Ready to Move,Resale,,Unfurnished,,Flat
3990000,940,3,2,,Ready to Move,Resale,,,,Flat
3500000,800,2,2,,Ready to Move,Resale,1,Semi-Furnished,,Individual House
14200000,1800,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
9000000,1180,2,2,3,,Resale,2,Furnished,,Flat
6100000,1465,3,3,3,Ready to Move,Resale,1,,3,Flat
11000000,1600,3,3,3,Ready to Move,Resale,,,,Individual House
9800000,1223,2,2,3,Ready to Move,Resale,1,,2,Flat
6000000,985,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4100000,1153,2,2,2,Ready to Move,New Property,2,,,Flat
5000000,1425,3,2,,,Resale,,Semi-Furnished,,Individual House
5700000,1100,3,2,,Ready to Move,Resale,,Furnished,,Flat
6900000,1475,3,2,3,Ready to Move,New Property,,,,Flat
4600000,1335,2,2,4,Ready to Move,Resale,,,,Flat
3600000,850,2,2,,Ready to Move,Resale,1,Furnished,,Flat
3200000,1120,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
8940000,2480,4,5,,Ready to Move,Resale,,,,Flat
7150000,1545,3,3,3,Ready to Move,Resale,,,,Flat
9700000,1150,3,2,3,Ready to Move,Resale,,,,Flat
5700000,990,3,2,2,Ready to Move,Resale,,Furnished,,Flat
2650000,650,2,2,1,,Resale,,Unfurnished,,Individual House
6530000,1100,2,2,,Ready to Move,Resale,,,,Flat
7200000,2000,3,3,3,Ready to Move,Resale,1,Unfurnished,,Flat
5700000,1230,2,2,3,Ready to Move,Resale,,Unfurnished,,Flat
5500000,1470,3,2,1,Ready to Move,Resale,,,,Flat
6000000,1250,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
2580000,700,3,2,2,,Resale,,Unfurnished,,Flat
7500000,1368,3,2,2,Ready to Move,Resale,,Unfurnished,,Individual House
4000000,1114,2,2,3,Ready to Move,Resale,1,,4,Flat
6500000,1100,2,2,,Ready to Move,Resale,,Furnished,,Flat
