price,area,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,type_of_building
3300000,1015,2,2,,,Resale,,Semi-Furnished,,Flat
10000000,1450,3,2,2,Ready to Move,Resale,,,,Flat
3500000,1150,2,2,,Ready to Move,Resale,1,,,Flat
12500000,1935,3,4,,Ready to Move,Resale,,,,Individual House
13500000,2000,3,3,2,Ready to Move,Resale,,Unfurnished,,Flat
5400000,1450,3,2,4,Ready to Move,Resale,,,,Flat
3500000,1070,2,2,3,Ready to Move,Resale,1,,,Flat
5000000,900,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
9300000,1840,3,3,3,,Resale,1,Semi-Furnished,,Flat
6500000,1157,2,2,3,Ready to Move,Resale,1,,2,Flat
7500000,1850,4,3,3,Ready to Move,Resale,1,Unfurnished,2,Flat
4000000,1260,2,2,2,Ready to Move,New Property,,,,Flat
4800000,1150,3,2,1,Ready to Move,Resale,,Semi-Furnished,1,Individual House
3900000,600,2,2,,Ready to Move,Resale,,,,Flat
10000000,1800,3,4,4,,Resale,1,Unfurnished,,Flat
4500000,1350,2,2,4,Ready to Move,Resale,1,,3,Individual House
3300000,596,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
10300000,1545,3,3,2,Ready to Move,Resale,2,,3,Flat
3800000,700,2,2,1,Ready to Move,New Property,1,Semi-Furnished,,Flat
4500000,924,2,2,4,Ready to Move,Resale,,,,Flat
3100000,700,2,2,,Ready to Move,Resale,2,Semi-Furnished,,Flat
3000000,927,2,2,2,Ready to Move,Resale,,,,Flat
5500000,968,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
5200000,900,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
3700000,1050,2,2,3,Ready to Move,Resale,,,,Flat
2400000,785,2,2,2,Ready to Move,Resale,1,Unfurnished,1,Individual House
5800000,1150,2,2,3,Ready to Move,Resale,2,Semi-Furnished,,Individual House
8200000,1750,3,3,3,Ready to Move,Resale,,,,Flat
16000000,2100,4,3,6,Ready to Move,Resale,1,Unfurnished,,Flat
4100000,650,2,2,,,Resale,,Semi-Furnished,,Flat
5500000,1680,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
6500000,870,2,2,,Ready to Move,Resale,,,,Flat
10700000,2200,3,3,3,Ready to Move,Resale,,,,Flat
4900000,1190,3,2,3,Ready to Move,Resale,,Unfurnished,,Flat
15000000,1800,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
4600000,1380,3,3,,Ready to Move,Resale,1,Unfurnished,,Flat
4100000,900,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4500000,1200,3,2,1,Ready to Move,New Property,,Furnished,,Flat
5000000,1550,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
3300000,580,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
5000000,1000,2,2,3,Ready to Move,Resale,,,,Flat
6500000,1317,3,3,,Ready to Move,Resale,,,,Flat
3900000,1375,3,3,,Ready to Move,Resale,,,,Flat
3600000,925,2,2,2,Ready to Move,Resale,,,,Individual House
9000000,1100,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
4200000,980,2,2,3,Ready to Move,Resale,445,Semi-Furnished,3,Flat
8500000,900,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
4500000,903,2,2,2,Ready to Move,Resale,,Unfurnished,,Individual House
5500000,1050,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat
6000000,1250,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat
2800000,800,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat
7480000,1600,3,2,,Ready to Move,Resale,,,,Flat
4500000,850,2,2,2,Ready to Move,Resale,1,,,Individual House
14000000,2250,3,3,,Ready to Move,Resale,,,,Flat
3700000,850,2,2,2,Ready to Move,Resale,,Unfurnished,,Individual House
8100000,2200,4,3,3,Ready to Move,Resale,2,,2,Individual House
3000000,750,2,2,1,Ready to Move,Resale,1,Furnished,,Individual House
6500000,1737,3,3,2,Ready to Move,Resale,1406,,2,Individual House
4000000,1100,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Individual House
10500000,2000,4,4,,Ready to Move,Resale,,Semi-Furnished,,Flat
6800000,1650,3,3,,Ready to Move,Resale,,Unfurnished,,Flat
17000000,2293,3,3,3,Ready to Move,Resale,,,,Individual House
4000000,900,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Individual House
4000000,950,2,2,2,Ready to Move,Resale,,,,Flat
3900000,850,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3700000,1260,2,2,,Ready to Move,Resale,,,,Flat
9500000,1735,3,3,,,Resale,,Semi-Furnished,,Flat
5000000,1280,3,2,,Ready to Move,Resale,1,,,Flat
8500000,1600,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
4540000,1105,2,2,4,Ready to Move,Resale,,Unfurnished,,Flat
4800000,1157,2,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat
4800000,1157,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
6000000,720,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
3900000,1267,3,2,3,Ready to Move,Resale,,Semi-Furnished,,Flat
2730000,840,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
5000000,1040,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
9550000,1960,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
2800000,750,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
3800000,1114,2,2,,,Resale,,Semi-Furnished,,Flat
6000000,1100,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
7000000,1250,2,2,2,Ready to Move,Resale,,,,Individual House
4200000,800,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
5000000,1320,3,3,3,Ready to Move,Resale,,,2,Flat
6500000,1550,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3500000,1100,3,2,2,Ready to Move,Resale,1,Unfurnished,,Flat
2800000,858,2,2,3,Ready to Move,Resale,,,,Flat
2600000,567,2,2,2,Ready to Move,Resale,,,,Flat
4500000,970,2,2,4,Ready to Move,Resale,1,,3,Flat
4000000,1050,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4000000,1260,2,2,3,Ready to Move,Resale,,,,Flat
3700000,1100,2,2,3,Ready to Move,Resale,,,,Flat
13900000,2100,3,4,,Ready to Move,Resale,,,,Flat
4100000,890,2,2,3,Ready to Move,Resale,,,,Flat
6000000,1425,3,3,3,,Resale,,Unfurnished,,Flat
3600000,810,2,2,2,Ready to Move,New Property,,Unfurnished,,Flat
13500000,1200,2,2,2,Ready to Move,Resale,1,Semi-Furnished,0,Flat
5400000,1110,3,2,3,Ready to Move,Resale,,Semi-Furnished,,Flat
6000000,1195,2,2,2,,Resale,,Unfurnished,,Flat
3200000,950,2,2,,Ready to Move,Resale,,Furnished,,Flat
11500000,1885,3,3,,Ready to Move,Resale,,Furnished,,Individual House
4500000,1100,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4390000,900,2,2,,Ready to Move,Resale,,Furnished,,Flat
3300000,648,2,2,1,Ready to Move,Resale,1,Furnished,,Flat
4500000,1375,3,2,,Ready to Move,Resale,1,,,Flat
8600000,1500,3,2,3,Ready to Move,New Property,,,,Flat
4000000,1025,2,2,2,,Resale,2,Semi-Furnished,,Flat
9000000,1400,3,3,,Ready to Move,Resale,,,,Flat
3200000,1200,3,2,,Ready to Move,Resale,1,Furnished,,Individual House
4500000,762,2,2,1,Ready to Move,Resale,,,,Flat
5800000,1430,3,2,,Ready to Move,Resale,,,,Flat
3900000,780,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4500000,1350,2,2,1,Ready to Move,Resale,,,,Flat
5000000,1425,3,2,4,Ready to Move,Resale,,,,Flat
6500000,1500,3,2,,Ready to Move,Resale,,Furnished,,Flat
6000000,1205,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
7500000,1385,3,2,2,Ready to Move,Resale,,Furnished,,Flat
6500000,900,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
8500000,1840,3,3,2,Ready to Move,Resale,1,,,Flat
19000000,3200,5,4,,Ready to Move,Resale,,Unfurnished,,Individual House
12000000,2025,3,3,3,,New Property,,Semi-Furnished,,Flat
12600000,1999,3,3,,Ready to Move,Resale,,,,Flat
9500000,1551,4,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
10000000,1170,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
30000000,5200,8,7,,Ready to Move,Resale,,Semi-Furnished,,Individual House
6700000,1170,3,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat
12500000,2000,4,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
3700000,700,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
11000000,1200,3,3,3,Ready to Move,New Property,,,,Flat
15000000,1800,3,2,1,Ready to Move,Resale,,,2,Flat
8500000,1050,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
6500000,1130,2,2,,Ready to Move,Resale,,,,Flat
6500000,516,3,4,3,Ready to Move,New Property,,Semi-Furnished,,Flat
8000000,1080,4,4,2,Ready to Move,Resale,,Semi-Furnished,,Flat
12000000,2743,4,5,3,Ready to Move,Resale,,,,Flat
9000000,1640,3,3,,Ready to Move,Resale,,,,Flat
4400000,1040,2,2,2,Ready to Move,Resale,1,Unfurnished,,Flat
8800000,900,3,2,,Ready to Move,Resale,,Unfurnished,,Flat
3500000,850,2,2,,Ready to Move,Resale,,,,Individual House
4600000,850,2,2,1,Ready to Move,Resale,2,Semi-Furnished,,Individual House
5000000,900,3,3,,Ready to Move,Resale,,Furnished,,Flat
11000000,1100,2,2,,Ready to Move,Resale,,,,Individual House
4500000,1400,3,2,,,Resale,,Unfurnished,,Individual House
3200000,550,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3070000,1049,2,2,2,Ready to Move,Resale,,,,Flat
14500000,1350,3,2,2,Ready to Move,Resale,,,,Individual House
17000000,2500,3,3,2,Ready to Move,Resale,1,Furnished,,Flat
8500000,1300,2,2,3,,Resale,1,Furnished,,Flat
7000000,1380,3,3,,Ready to Move,Resale,,,,Flat
4700000,1399,3,3,3,Ready to Move,Resale,,,,Flat
2500000,1000,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
6000000,1150,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
9000000,1450,5,3,2,Ready to Move,Resale,,Furnished,0,Flat
11000000,1400,3,3,,Ready to Move,Resale,,Furnished,,Flat
2100000,650,2,2,2,Ready to Move,Resale,,,,Flat
7000000,1485,3,2,,,Resale,,Furnished,,Flat
7800000,1465,3,3,2,Ready to Move,New Property,,,,Individual House
8500000,1650,3,3,3,Ready to Move,Resale,1,,2,Flat
4300000,810,2,2,1,Ready to Move,Resale,,Furnished,,Individual House
8000000,1425,3,2,,Ready to Move,Resale,,Furnished,,Flat
11500000,1800,3,3,,,Resale,,Semi-Furnished,,Flat
28500000,2000,3,3,2,Ready to Move,Resale,2,Furnished,,Flat
7200000,1700,3,4,3,Ready to Move,New Property,,,,Flat
6000000,750,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
6000000,900,2,2,3,Ready to Move,Resale,,Unfurnished,,Flat
3900000,1270,2,2,3,Ready to Move,Resale,1,Semi-Furnished,,Flat
3000000,890,2,2,3,Ready to Move,Resale,,,,Flat
8000000,1495,3,2,3,Ready to Move,Resale,1,,2,Flat
3900000,650,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Flat
3290000,700,2,2,,Ready to Move,Resale,1,Furnished,,Flat
4700000,1400,3,2,3,,Resale,,Unfurnished,,Flat
4220000,800,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
13000000,1300,3,3,,Ready to Move,Resale,,Unfurnished,,Flat
4300000,1145,2,2,3,Ready to Move,Resale,,,,Flat
6000000,950,2,2,,Ready to Move,Resale,,Furnished,,Flat
3100000,1000,2,2,3,Ready to Move,Resale,,,,Individual House
6000000,1130,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3500000,799,2,2,2,,Resale,,Unfurnished,,Flat
9800000,1960,3,3,4,Ready to Move,Resale,,,,Flat
11200000,1850,3,2,5,Ready to Move,Resale,1,,2,Individual House
3600000,1106,2,2,3,Ready to Move,Resale,,,,Individual House
3000000,915,2,2,3,Ready to Move,Resale,2,,,Individual House
4500000,975,2,2,,,Resale,,Semi-Furnished,,Flat
2900000,965,2,2,2,Ready to Move,Resale,,,,Flat
6000000,1425,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
7000000,1300,2,2,2,Ready to Move,New Property,2,,,Flat
9000000,1800,3,4,4,,Resale,1,Semi-Furnished,,Flat
8100000,1664,3,3,4,Ready to Move,Resale,1,,3,Flat
4500000,700,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
4500000,1164,2,2,,Ready to Move,Resale,1,,,Flat
3750000,1125,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
3700000,900,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Individual House
5000000,973,2,2,2,Ready to Move,Resale,,,,Flat
8000000,1435,3,2,3,,Resale,1,Unfurnished,3,Flat
18000000,1550,3,3,,Ready to Move,Resale,,,,Individual House
4200000,1050,2,2,2,Ready to Move,Resale,,,,Flat
3600000,855,3,2,2,Ready to Move,New Property,2,Furnished,,Flat
6800000,950,2,2,,Ready to Move,Resale,,,,Flat
9000000,2400,4,4,2,Ready to Move,Resale,,Semi-Furnished,,Flat
6800000,1200,3,3,,Ready to Move,Resale,,Semi-Furnished,,Individual House
7500000,1350,3,2,,Ready to Move,Resale,,,,Flat
9500000,1480,3,2,,Ready to Move,Resale,,,,Flat
5100000,1075,2,2,3,Ready to Move,Resale,,,,Flat
7500000,1330,2,2,3,Ready to Move,Resale,,,,Flat
6000000,1250,3,2,,Ready to Move,Resale,3,Unfurnished,0,Individual House
4500000,1195,3,2,3,Ready to Move,Resale,,,,Flat
5200000,1265,3,2,3,Ready to Move,New Property,,,,Flat
3500000,1005,2,2,,Ready to Move,Resale,,,,Flat
17000000,1700,6,6,2,Ready to Move,Resale,,Furnished,,Flat
13500000,2150,3,3,5,,Resale,,Semi-Furnished,,Individual House
3900000,1000,2,2,1,Ready to Move,Resale,,Furnished,,Flat
3000000,870,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
11000000,550,4,4,3,Ready to Move,Resale,,Unfurnished,,Flat
4400000,1045,2,2,,Ready to Move,Resale,,,,Flat
4500000,900,2,2,1,Ready to Move,Resale,,,,Individual House
8000000,1260,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
5500000,1465,3,3,,Ready to Move,Resale,,Unfurnished,,Flat
4000000,1300,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
40000000,6000,5,8,,Ready to Move,Resale,,Furnished,,Flat
26000000,3500,6,6,,Ready to Move,Resale,,Unfurnished,,Individual House
4000000,900,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
3650000,675,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
3100000,630,2,2,2,,Resale,1,Unfurnished,2,Flat
3000000,840,2,2,1,Ready to Move,Resale,,Unfurnished,0,Individual House
3200000,850,3,2,,Ready to Move,Resale,,Unfurnished,,Flat
6000000,1350,4,3,,Ready to Move,Resale,,Furnished,,Flat
5000000,1550,3,3,4,Ready to Move,Resale,2,,2,Flat
4500000,800,2,2,1,Ready to Move,Resale,3,Unfurnished,0,Flat
8500000,1650,3,3,,,Resale,,Semi-Furnished,,Flat
6500000,1815,3,3,,Ready to Move,Resale,2,Semi-Furnished,,Flat
3000000,600,2,2,1,Ready to Move,Resale,1,Furnished,1,Flat
11500000,1000,3,2,1,Ready to Move,Resale,,,,Flat
9500000,1490,3,3,3,,Resale,1,Unfurnished,,Flat
3500000,850,2,2,,Ready to Move,Resale,1,Furnished,,Flat
5500000,1725,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
6500000,540,3,3,2,Ready to Move,New Property,1,Semi-Furnished,,Flat
4600000,1290,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
8000000,1500,4,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
5600000,1400,3,3,,,Resale,,Unfurnished,,Flat
6500000,1080,2,2,2,Ready to Move,Resale,,,,Flat
6600000,1645,3,3,2,Ready to Move,Resale,1,Unfurnished,,Flat
5800000,1767,3,3,3,Ready to Move,Resale,,Unfurnished,,Flat
5000000,1092,2,2,3,Ready to Move,Resale,,,,Flat
7900000,917,2,2,4,Ready to Move,Resale,,Semi-Furnished,,Flat
3700000,1150,2,2,,Ready to Move,Resale,,,,Flat
3000000,900,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3000000,850,2,2,1,Ready to Move,Resale,,Furnished,,Flat
12000000,890,5,4,2,Ready to Move,Resale,2,Semi-Furnished,0,Flat
6200000,1107,2,2,,Ready to Move,Resale,,Unfurnished,,Individual House
28000000,3767,5,5,,Ready to Move,Resale,,Unfurnished,,Flat
4500000,1025,2,2,2,Ready to Move,Resale,,,,Individual House
11500000,1000,2,2,3,Ready to Move,Resale,3,,,Flat
15000000,2290,3,4,2,,Resale,,Semi-Furnished,,Flat
4000000,1080,3,3,1,Ready to Move,Resale,,Semi-Furnished,,Flat
3000000,840,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
15500000,2340,4,4,4,Ready to Move,Resale,,,2,Flat
6500000,1250,2,2,4,,Resale,1,Unfurnished,,Flat
5000000,1020,3,2,2,Ready to Move,Resale,,Semi-Furnished,0,Flat
4800000,1250,2,2,2,Ready to Move,Resale,,,,Flat
11200000,1740,3,3,3,Ready to Move,Resale,1,,3,Flat
3700000,765,2,2,2,Ready to Move,New Property,,Furnished,,Flat
5700000,1074,2,2,4,Ready to Move,Resale,1,,2,Individual House
6000000,1543,3,3,,Ready to Move,Resale,,Unfurnished,,Flat
3400000,1100,2,2,3,Ready to Move,New Property,,,,Flat
5600000,1300,3,2,,Ready to Move,Resale,,,,Flat
11000000,1000,2,2,2,Ready to Move,Resale,2,Furnished,0,Flat
6100000,1430,3,2,,,Resale,,Semi-Furnished,,Flat
17500000,1700,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
14000000,1800,4,4,,,Resale,,Semi-Furnished,,Flat
3800000,1010,2,2,3,Ready to Move,Resale,,,,Flat
5800000,1200,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
9500000,1200,3,3,3,Ready to Move,New Property,,Furnished,,Individual House
3600000,800,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
10000000,1660,3,2,3,Ready to Move,Resale,,,,Flat
10800000,1893,2,2,,Ready to Move,Resale,,,,Flat
3500000,1144,2,2,3,Ready to Move,New Property,4,Semi-Furnished,2,Flat
2950000,800,2,2,,Ready to Move,Resale,,,,Flat
8500000,1450,3,3,4,Ready to Move,Resale,2,Semi-Furnished,,Flat
6000000,1576,3,2,3,Ready to Move,Resale,,,,Flat
4900000,1000,2,2,,Ready to Move,Resale,,,,Flat
6500000,1628,3,3,4,Ready to Move,Resale,1,Unfurnished,,Flat
30000000,6500,5,6,2,Ready to Move,Resale,,,,Individual House
14300000,2100,3,3,,Ready to Move,Resale,,Furnished,,Individual House
3000000,1100,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3700000,1025,2,2,2,Ready to Move,Resale,,,,Flat
2500000,850,2,2,1,Ready to Move,Resale,,Unfurnished,,Individual House
10000000,1650,3,3,3,Ready to Move,Resale,,,,Flat
12000000,1623,3,3,2,Ready to Move,Resale,,,,Individual House
4000000,1075,2,2,1,,Resale,1,Unfurnished,,Individual House
5000000,1075,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
7500000,900,3,2,2,Ready to Move,New Property,,Semi-Furnished,,Individual House
3700000,965,2,2,4,Ready to Move,Resale,,,2,Individual House
5500000,1300,3,2,2,Ready to Move,Resale,,,,Flat
10200000,1337,3,2,1,Ready to Move,Resale,,Furnished,,Flat
2300000,840,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
3200000,750,2,2,,Ready to Move,Resale,,,,Flat
4280000,1070,2,2,2,Ready to Move,Resale,1,,,Flat
14500000,1580,2,2,2,Ready to Move,Resale,2,,2,Flat
4500000,1200,2,2,2,Ready to Move,New Property,1,Furnished,,Flat
5500000,950,5,3,2,Ready to Move,Resale,,Furnished,,Individual House
4400000,1185,2,2,3,Ready to Move,Resale,1,,,Flat
3400000,800,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
2800000,650,2,2,1,Ready to Move,Resale,1,Furnished,,Flat
5200000,1469,3,2,5,Ready to Move,Resale,,,,Flat
3500000,900,2,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
3800000,1100,2,2,,Ready to Move,Resale,,,,Flat
30000000,3660,4,4,,Ready to Move,Resale,,,,Individual House
22500000,2400,3,4,2,Ready to Move,New Property,,Unfurnished,,Flat
3900000,850,2,2,1,Ready to Move,New Property,,,,Flat
42000000,4600,4,5,4,Ready to Move,Resale,,Semi-Furnished,,Flat
11000000,2475,4,4,4,Ready to Move,Resale,,,,Flat
6500000,1595,3,3,3,Ready to Move,Resale,1,,2,Flat
4000000,995,2,2,3,Ready to Move,Resale,,Unfurnished,,Flat
4200000,1070,2,2,,Ready to Move,Resale,402,,,Individual House
3000000,855,2,2,2,Ready to Move,Resale,,,,Flat
4000000,1250,2,2,,,Resale,,Semi-Furnished,,Flat
5500000,1135,2,2,4,Ready to Move,Resale,,,,Flat
2250000,800,2,2,2,Ready to Move,Resale,,,,Flat
5700000,1450,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat
3900000,1199,3,2,2,Ready to Move,Resale,,,,Flat
9000000,1850,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
10800000,1020,2,2,2,Ready to Move,Resale,,,,Flat
3500000,830,2,2,,Ready to Move,Resale,,Furnished,,Flat
14000000,1800,4,3,,Ready to Move,Resale,,Semi-Furnished,,Individual House
4700000,1085,2,2,2,Ready to Move,Resale,,,,Flat
11500000,2177,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
8900000,1790,3,4,,Ready to Move,Resale,,Semi-Furnished,,Flat
4300000,700,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
4700000,700,2,2,2,Ready to Move,Resale,1,,,Flat
19500000,2415,4,4,3,Ready to Move,Resale,,,,Individual House
3200000,1000,2,2,2,Ready to Move,Resale,2,,,Flat
7900000,1525,3,3,3,,Resale,1,Furnished,,Individual House
8200000,1380,2,2,4,Ready to Move,Resale,1,,,Flat
4550000,1040,2,2,1,Ready to Move,Resale,1,,1,Individual House
3800000,675,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
2500000,933,2,2,2,Ready to Move,Resale,1,,2,Individual House
2900000,700,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
8800000,1530,2,2,3,Ready to Move,Resale,1,,2,Flat
3000000,720,2,2,1,Ready to Move,Resale,,Furnished,,Flat
3500000,995,2,2,2,,Resale,1,Semi-Furnished,,Flat
3000000,1000,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
17000000,2460,3,3,,Ready to Move,Resale,,,,Flat
5500000,1125,2,2,4,Ready to Move,New Property,,,,Individual House
4630000,1557,3,3,,Ready to Move,Resale,,,,Flat
9800000,1775,3,3,,Ready to Move,Resale,,Furnished,,Individual House
7500000,1485,3,3,3,Ready to Move,Resale,,,,Flat
5200000,900,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
5600000,1150,2,2,3,Ready to Move,Resale,,,,Flat
7000000,1690,3,3,,Ready to Move,Resale,1,,,Flat
6500000,1175,2,2,,Ready to Move,Resale,,,,Flat
11000000,1508,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
2800000,1050,2,2,3,Ready to Move,New Property,,,,Flat
3600000,980,2,2,2,Ready to Move,Resale,,,,Individual House
6500000,1742,3,3,3,Ready to Move,Resale,,Furnished,,Flat
6000000,1200,3,2,,Ready to Move,Resale,,Furnished,,Flat
6000000,1592,3,3,3,Ready to Move,Resale,1,,,Flat
3500000,800,2,2,,,Resale,1,Semi-Furnished,,Flat
6990000,1100,4,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
11500000,1545,3,4,,Ready to Move,Resale,,Semi-Furnished,,Flat
5000000,1405,3,2,,Ready to Move,Resale,,,,Flat
7500000,1304,2,2,,Ready to Move,Resale,,,,Flat
32000000,1600,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
7460000,1446,3,2,,Ready to Move,Resale,,,,Flat
6500000,1278,2,2,,Ready to Move,Resale,1,,,Individual House
4000000,720,2,2,1,Ready to Move,Resale,2,Semi-Furnished,1,Flat
5800000,1150,3,2,,Ready to Move,Resale,,Unfurnished,,Individual House
3500000,1200,3,2,,Ready to Move,Resale,2,,,Flat
8000000,1300,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
5900000,1565,3,3,,Ready to Move,Resale,,Semi-Furnished,,Individual House
4000000,1267,3,2,3,Ready to Move,Resale,1,Semi-Furnished,,Flat
2580000,845,3,2,2,,Resale,750,Semi-Furnished,2,Flat
2100000,800,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4600000,850,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
6500000,1350,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
2500000,540,3,2,1,Ready to Move,Resale,2,Unfurnished,,Flat
5000000,1300,3,3,,Ready to Move,Resale,,,,Flat
5000000,950,3,2,,Ready to Move,Resale,1,Furnished,,Flat
6000000,900,2,2,1,Ready to Move,Resale,,Unfurnished,,Individual House
21500000,2700,4,4,4,Ready to Move,New Property,,,,Flat
3900000,985,2,2,2,Ready to Move,Resale,1,,2,Flat
12500000,1710,3,2,3,Ready to Move,New Property,,Semi-Furnished,,Flat
5100000,800,3,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
10000000,900,4,2,1,Ready to Move,Resale,,Unfurnished,,Flat
4500000,799,2,2,2,,Resale,,Unfurnished,,Flat
6000000,1470,3,3,2,Ready to Move,Resale,1,,2,Flat
6000000,1895,4,3,4,Ready to Move,Resale,3,,2,Flat
4900000,970,2,2,,,Resale,1,Semi-Furnished,,Flat
11800000,1200,3,2,,Ready to Move,Resale,1,,,Flat
8700000,1100,2,2,1,Ready to Move,Resale,,,,Flat
4500000,977,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat
8000000,2100,3,2,,Ready to Move,Resale,1,Semi-Furnished,0,Individual House
5000000,990,2,2,,Ready to Move,Resale,,,,Flat
5500000,950,3,2,2,Ready to Move,New Property,,Unfurnished,,Individual House
8500000,1400,3,4,,Ready to Move,Resale,,Semi-Furnished,,Flat
3700000,895,2,2,3,Ready to Move,New Property,,Semi-Furnished,,Individual House
5800000,1115,2,2,4,Ready to Move,New Property,,,,Flat
9500000,1700,3,2,3,Ready to Move,Resale,,,,Individual House
4000000,1265,2,2,4,Ready to Move,Resale,,,,Flat
4500000,1492,2,2,3,Ready to Move,Resale,1,,2,Flat
3200000,1000,2,2,1,Ready to Move,Resale,2,Semi-Furnished,,Individual House
6700000,1400,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4650000,800,3,3,,Ready to Move,Resale,,,,Flat
3000000,825,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
11000000,1525,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3500000,1150,2,2,,Ready to Move,Resale,,,,Flat
5800000,780,2,2,1,Ready to Move,New Property,1,Semi-Furnished,0,Flat
5800000,1660,3,2,1,Ready to Move,Resale,,,,Flat
